Date,ARG,AUS,BEL,BRA,CAN,CHN,COL,CZE,FRA,DEU,IND,IDN,IRN,ITA,JAP,KOR,MEX,NLD,RUS,SAU,SGP,ZAF,ESP,TUR,GBR,USA
7_31_2020,0.92974753,0.623140496,1.110283159,0.917474808,1.342168675,0.601449275,0.952132464,0.730215827,0.93472023,0.873609707,1.160259932,1.071428571,1.02022129,0.992146597,1.212538226,0.861111111,1.094178525,0.963276836,0.997082422,1.034990792,1.424460432,0.997103024,1.10864109,1.015511892,1.007386046,1.042502952
8_1_2020,0.883960196,1.631299735,0.873825503,0.77990763,0.405745063,1.036144578,1.124894604,0.615763547,0.047582502,0.701388889,0.893749388,0.764705882,0.952879581,0.778364116,0.967213115,0.967741935,1.129817924,1.263929619,0.992867593,0.932977461,0.775252525,0.917650263,0,1.014256619,0.86364433,0.870894677
8_2_2020,1.025758443,0.687804878,0.686635945,0.579331263,0.867256637,0.918604651,1.074674412,0.808,0.048387097,0.354785479,0.967790262,0.973717949,1.053767661,0.806779661,0.867666232,0.766666667,0.507848472,0.897911833,0.992263769,0.862682772,1.019543974,0.810824181,0.2,0.990963855,0.778022052,0.971391417
8_3_2020,0.897321429,0.973995272,1.040268456,0.835452506,1.153061224,0.721518987,0.889189189,2.059405941,1120.333333,4.144186047,0.982594578,1.105332456,0.967597765,0.668067227,0.725018783,1.47826087,0.982279003,0.976744186,0.995730462,0.927044952,0.722044728,0.656131788,0.2,1.00810537,0.984306395,1.261044177
8_4_2020,1.407960199,1.735436893,0.71827957,2.799313638,3.154867257,0.938596491,0.698990097,1.336538462,0.288902112,0.804713805,1.008818444,1.144729005,1.058891455,1.194968553,1.29119171,0.970588235,1.289700021,1.304232804,0.954697987,1.083465819,1.305309735,0.828714897,0.675105485,1.088442211,1.213982864,0.71656051
8_5_2020,1.052267373,0.622377622,1.526946108,0.997974522,0.482468443,1.140186916,1.505821293,0.874100719,1.759011329,1.792189679,1.071854349,0.944328824,0.980370774,2.021052632,1.087479936,1.303030303,0.998536109,0.955375254,1.012692833,1.003668379,3.077966102,1.920780969,0.512673611,1.087719298,1.016535089,1.342222222
8_6_2020,1.051210298,0.858426966,1.682352941,0.961188556,0.909883721,1.081967213,1.117466232,0.83127572,0.93735363,0.720622568,1.111154543,1.036914601,0.976640712,1.044270833,1.095940959,0.465116279,1.073464734,1.518046709,1.010219823,1.024853801,0.331497797,0.970557308,1.384354893,0.978777589,1.024121826,1.06401766
8_7_2020,0.995873819,1.115183246,0.895104895,0.915056771,1.712460064,0.909090909,0.791430477,1.628712871,1.490943161,1.249460043,0.983993732,1.31402763,0.930144267,1.376558603,1.080808081,2.15,1.019271624,0.911888112,0.990837946,1.117689016,0.803986711,0.877813892,1.102495108,1.027753686,1.066956719,0.933609959
8_8_2020,0.819834269,0.906103286,0.803385417,0.938991559,0.434701493,0.766666667,1.018116705,0.531914894,0.029325513,0.611063094,1.046508605,0.920744036,0.867346939,0.628623188,0.978816199,0.837209302,0.966949531,0.920245399,0.998844153,0.937460115,0.545454545,1.057597367,0,0.989029536,0.903591373,0.85
8_9_2020,0.764264754,0.810880829,1.217179903,0.48998685,0.909871245,1.315217391,1.097765363,0.674285714,0.085714286,0.544554455,0.963741673,0.831357049,0.950588235,1.334293948,0.917250159,0.777777778,0.673749038,1.071666667,0.994214079,0.972089857,1.325757576,0.86501556,0.2,1.008532423,0.872426417,1.454901961
8_10_2020,1.571885666,1.009584665,0.623169108,1.166124065,2.971698113,0.933884298,0.955800584,1.194915254,793.3333333,3.168831169,0.863640758,0.891178024,1.055445545,0.559395248,0.581540597,1.214285714,1.270109689,1.085536547,0.985645005,0.880252101,1.074285714,0.560485684,0.2,1.009306261,0.939422897,0.734950584
8_11_2020,0.955760619,1.310126582,0.829059829,1.905983551,0.547619048,0.460176991,1.265036482,2.04964539,0.295798319,0.845901639,1.137348184,1.003556609,1.099906191,1.590733591,0.831742243,1.588235294,1.202950702,0.477077364,0.962802598,1.210023866,0.324468085,0.671569938,0.42144349,0.99161777,1.1631764,1.405867971
8_12_2020,1.088030669,0.557971014,1.646907216,1.087767221,0.895652174,1.673076923,0.940452065,1.010380623,1.849431818,1.278100775,1.099010875,1.147076196,1.070362473,1.155339806,1.404591105,1.037037037,0.876159138,3.984984985,1.03311529,1.031558185,0.68852459,1.119076065,0.873348018,1.024513948,1.003840304,0.903478261
8_13_2020,0.978467963,1.662337662,0.851330203,1.104796739,1.524271845,1.137931034,0.935355545,1.116438356,1.025345622,1.078089462,0.963491992,1.080329557,1.045816733,1.096638655,1.197139939,1.839285714,1.258279276,0.518462698,0.992679066,0.944550669,2.428571429,1.404270463,2.380201765,1.025577558,0.975891065,1.104908566
8_14_2020,0.848893038,0.763020833,1.694852941,0.813779586,0.876857749,0.707070707,1.001772107,0.895705521,1.091385768,1.061884669,1.002772915,1.099618684,0.952761905,1.099616858,1.156996587,1.611650485,0.762176096,1.047965116,0.999800678,0.933198381,0.81372549,1.590217942,0.725695364,0.986323411,1.262842283,1.272648084
8_15_2020,1.046818539,0.860068259,0.819956616,0.746473172,0.498789346,0.928571429,1.024058022,0.678082192,1.101578586,0.461589404,0.989155286,1.016471608,0.897640944,1.095818815,0.907817109,1.680722892,1.129405482,1.056865465,1.002791069,1.021691974,0.975903614,0.719203187,0,1.024469821,0.763081462,0.71321013
8_16_2020,0.820801441,1.075396825,0.600529101,0.623790027,0.757281553,1.476923077,1.005614096,0.611111111,0.940809969,0.744619799,0.901311885,0.887420043,0.950111359,0.758346582,0.826157595,0.70609319,0.701024429,0.75984252,0.976341948,0.86836518,1.061728395,0.818081099,0.2,0.949044586,0.807636539,1.06621881
8_17_2020,0.833241909,0.793357934,0.464757709,1.060462488,1.33974359,0.6875,0.715279567,1.570247934,0.210264901,3.262042389,0.953336452,0.875060067,1.053445851,0.670859539,0.636184857,1.248730964,0.802832734,0.884283247,0.985339035,1.118174409,1.058139535,0.688244854,0.2,1.034395973,0.889237981,0.648964896
8_18_2020,1.500987492,1.004651163,1.720379147,2.019264664,4.311004785,0.803030303,1.496397695,1.478947368,3.337007874,0.838747785,1.173652259,0.918725975,1.06141522,1.253125,1.41576507,1.207317073,1.541865024,1.1328125,0.974994834,1.02696793,1.098901099,0.888626525,0.314340156,1.0243309,1.20310134,1.54368932
8_19_2020,0.978508772,1.143518519,1.603305785,0.986582494,0.369589345,0.622641509,1.047664901,1.120996441,1.787163756,1.116901408,1.078981602,1.136879857,1.024737945,1.600997506,1.168122271,0.96969697,1.051943335,1.134482759,1.015260704,0.967352732,0.93,1.734278122,1.30445835,1.031670625,1.031651323,0.746630728
8_20_2020,1.228895861,0.692307692,1.201030928,0.884184104,0.708708709,1.212121212,0.883961397,0.784126984,1.267494059,1,0.988919509,1.191377497,0.932487725,1.308411215,1.100934579,1.125,1.169716851,0.949848024,0.99519833,0.944240646,0.731182796,0.990806946,1.055164143,1.083653108,1.007365068,1.438026474
8_21_2020,0.991975684,1.140350877,1.024320458,0.752222274,2.995762712,1.225,0.72948618,2.048582996,1.032083333,1.095208071,1.014165457,0.969549868,0.967968407,1.127380952,0.880305603,1.024691358,0.87498155,0.9808,1.014894063,0.942501943,1.720588235,0.875773196,1.157550788,0.851983003,1.094193635,0.887029289
8_22_2020,0.950974384,1.071794872,0.801675978,1.420157149,0.295615276,0.775510204,1.302411213,0.472332016,0.701251514,0.478986759,0.990883851,0.951297223,0.91931097,1.13093981,0.948891032,1.195783133,1.093454791,0.970636215,1.004547334,0.976092333,0.427350427,1.090935845,0,1.088113051,0.910123184,1.256603774
8_23_2020,0.689779611,0.497607656,0.81533101,0.476452906,1.23923445,1.078947368,0.732877337,0.556485356,1.362982153,0.760817308,0.886899002,0.974641148,1.041913215,1.128851541,0.756097561,0.670025189,0.609071274,0.872268908,0.987037037,0.936655405,1.74,0.735905045,0.2,0.929717341,0.778443383,0.786786787
8_24_2020,1.627989537,1.326923077,0.333333333,1.074978284,2.907335907,0.56097561,1.31271777,1.939849624,0.417317846,2.571879937,0.992948801,0.921453117,1.062470421,0.788254756,0.662634409,1.052631579,0.896909828,1.260115607,0.977277465,1.059513075,0.586206897,0.61473607,0.2,1.185702547,1.009113001,0.932251908
8_25_2020,1.00665672,1.094202899,2.275641026,1.969421171,0.458167331,1.47826087,0.988245331,1.42248062,1.818319838,0.897420147,0.938482985,1.303676079,0.985746102,0.919202518,1.45030426,1.142857143,1.388308387,0.701834862,0.989547782,0.948085106,0.607843137,0.934406679,0.367196368,1.040887041,1.173332187,1.229273286
8_26_2020,1.2028275,0.781456954,1.642253521,1.039842788,1.336231884,0.941176471,0.971702638,1.098092643,0.07987754,0.976728268,1.497396197,0.942378423,1.013556258,1.559360731,1.262937063,1.378125,1.071399512,1.522875817,1.000646691,0.958707361,1.935483871,1.712827058,1.025151047,0.874167776,1.074009822,0.954204829
8_27_2020,0.957725118,1.06779661,0.806174957,0.877637481,1.013015184,0.9375,0.962685094,0.540942928,39.11498258,1.093903294,0.901723715,1.179098005,0.976370932,1.03147877,0.955703212,0.841269841,1.144104803,0.861230329,1.007109005,0.95411985,1.283333333,0.963114754,1.323739035,1.135567403,1.046228046,1.345549738
8_28_2020,1.159639747,0.785714286,0.961702128,1.043256034,1.17130621,0.733333333,0.87130845,2.788990826,0.679226795,0.99615631,0.989723811,1.104450166,0.965753425,1.036195884,1.015063731,0.870619946,0.966478593,0.951827243,1.017754011,1.049067713,1.220779221,0.714119923,1.012528474,1.017437961,1.011894407,0.841115435
8_29_2020,0.787744303,1.242424242,1.431415929,0.845831065,0.601462523,1.227272727,1.105331293,0.521381579,0.716065574,0.455948553,1.029932524,1.101565102,0.90070922,0.989041096,0.96347032,0.925696594,1.025755495,0.996509599,1.017864649,0.923292797,0.542553191,1.310400867,0,1.021094265,0.950703771,0.855821126
8_30_2020,0.778656555,0.617886179,0.684698609,0.389745515,0.750759878,1.185185185,0.853918228,0.861198738,0.985714286,0.662905501,0.996838537,0.863966143,0.920734908,0.945290859,0.710900474,0.829431438,0.691161701,0.96497373,1.011150114,0.921985816,1.058823529,1.035551881,0.2,0.956746288,0.789493908,1.578378378
8_31_2020,1.295255322,0.960526316,0.437923251,3.455690106,4.129554656,0.59375,0.896508728,0.919413919,0.578409513,3.185106383,0.890577237,0.959762071,0.936145952,0.72967033,0.726666667,0.947580645,0.900702349,1.003629764,1.007147233,1.045054945,0.759259259,0.79241517,0.2,1.070850202,0.933749427,0.807648402
9_1_2020,1.128370394,1.424657534,1.293814433,0.882608263,0.525490196,1,1.242280946,1.988047809,1.639575972,0.810287241,1.120650448,1.011666059,1.024360536,0.978915663,1.451834862,1.136170213,1.741328314,1.03074141,0.946877534,0.94426919,0.975609756,0.613602015,0.344264381,0.990548204,1.316704483,0.941342756
9_2_2020,1.040841584,1.211538462,1.689243028,1.047914458,1.065298507,1.052631579,1.040640394,1.314629259,1.388518809,1.150865622,1.070523374,1.108108108,1.104637337,1.36,0.935229068,0.730337079,0.759882644,1.505263158,1.047751606,0.908685969,0.2,1.917898194,1.057424522,1.015267176,0.946417344,1.136636637
9_3_2020,1.09997256,0.69047619,1.492924528,1.00766366,1.096322242,1.65,0.887896719,1.035060976,1.00493862,1.023638968,0.993538619,1.177886179,1.073196986,1.053544495,1.109797297,1.015384615,1.206462101,0.811188811,1.013284284,1.020833333,6,1.035958904,1.04405081,1.028822055,1.091309483,1.175033025
9_4_2020,0.888408448,0.816091954,0.995260664,0.844687987,0.982428115,0.666666667,1.028595662,1.173784978,1.244032575,1.009797061,1.037088588,0.902540033,1.016048144,1.239799571,0.893455099,0.848484848,1.043624726,1.173850575,1.021379589,0.986794718,0.833333333,0.852479339,1.169326934,0.981729598,1.142853922,1.111860596
9_5_2020,0.928865593,1,1.033333333,0.856293786,0.634146341,0.772727273,0.988691247,0.631116688,0.969977427,0.537075537,1.048593114,0.956867544,0.934846989,0.978060046,1.018739353,0.994047619,1.019851517,0.898408813,1.015797788,0.962287105,0.85,0.87542414,0,1.037841191,0.858351911,0.923660263
9_6_2020,0.70395002,0.605633803,0.832565284,0.433352039,0.943589744,1.941176471,0.960919814,0.803180915,0.816383523,0.864516129,1.001875717,1.101023018,1.051742344,0.765053129,0.754180602,0.71257485,0.730178826,1.294277929,0.990863142,0.955752212,1.176470588,0.904208195,0.2,0.94321578,0.713645453,1.634920635
9_7_2020,1.319066705,1.209302326,0.741697417,0.648582334,1.032608696,0.606060606,0.660508369,1.386138614,0.608038769,2.832835821,0.834882492,0.836236934,1.080321285,0.887345679,0.645232816,1.142857143,0.755526658,0.889473684,1.001765745,1.015873016,0.55,0.517452541,0.2,1.079214195,0.769661836,0.988617342
9_8_2020,1.305154639,1.769230769,0.925373134,1.974148802,3.923684211,0.45,1.438896189,2.073214286,1.579465541,0.701264489,1.183315965,1.057638889,1.069702602,1.190434783,1.749140893,1.147058824,1.534997131,1.289940828,0.98315707,1.016927083,2.136363636,1.276923077,0.3375,1.034057546,1.07494351,0.840162547
9_9_2020,1.019289931,0.641304348,1.478494624,1.974182902,0.301810865,1.444444444,0.957338552,0.998277347,1.276194717,1.108940646,1.067208436,1.085686146,1.004778454,1.044558072,0.998035363,0.993589744,0.833675948,1.186238532,1.030278884,0.992317542,1.595744681,1.844300278,0.989067381,0.950028393,1.344427576,1.080612656
9_10_2020,0.971123256,0.677966102,1.594545455,1.099064362,1.984444444,2.076923077,1.064731534,1.188093184,1.135248285,1.162601626,1.008523528,1.167523435,0.891915262,1.116783217,1.401574803,1.135483871,1.130464022,0.720030936,1.026682135,0.913548387,0.84,1.008542714,1.214076246,0.90376569,1.039407013,1.093248788
9_11_2020,0.966568669,1.075,1.104903079,1.018939673,0.903695409,0.666666667,0.950211186,1.050835149,0.97613194,0.924242424,1.010554008,0.967883968,1.121182744,1.011897307,0.901685393,0.772727273,1.176878842,1.454350161,1.020903955,0.970338983,1.365079365,0.976581963,1.131828317,1.10515873,1.337678979,1.209143637
9_12_2020,0.936473451,1.023255814,0.971104231,0.741578985,0.667905824,1.277777778,0.926185345,1.06496199,1.189736594,0.68221942,0.967223532,1.018464009,0.924773022,0.928836634,1.00623053,0.889705882,0.956023589,0.988921713,0.997232983,0.935953421,0.488372093,0.926530612,0,0.903052065,0.868138276,0.988713318
9_13_2020,0.840386043,0.931818182,1.038257173,0.455194805,0.951762523,1.260869565,1.069662595,0.510707333,0.559671871,0.850277264,0.975617768,0.955333684,0.976624591,0.970019987,0.679566563,0.900826446,0.776876983,0.87154593,0.991675916,0.934681182,1.166666667,0.869493392,0.2,1.011928429,0.828367876,0.952625571
9_14_2020,1.094191696,1.146341463,0.871033777,1.470114123,2.844054581,0.75862069,0.75771584,1.313850064,0.99605989,1.614130435,0.910264904,0.863861386,1.253709909,0.692307692,0.605922551,0.972477064,0.756578947,1.129391602,1.009886215,1.009983361,0.979591837,0.605446485,0.2,1.123772102,0.960443634,0.786399041
9_15_2020,1.200121102,0.829787234,0.574618096,1.676386396,0.569568197,0.727272727,1.20186614,1.618955513,1.238291139,1.206734007,1.075337971,1.1165234,1.032836961,1.219246032,1.996240602,1.066037736,1.430584708,1.12215478,1.003878833,1.10708402,0.708333333,0.807531381,0.344365786,1.015151515,1.192239274,1.186666667
9_16_2020,0.981668348,0.897435897,2.357873211,1.079445473,1.145607702,1.125,1.162585847,1.275985663,1.311909021,1.03515625,1.086226601,1.130025663,1.102033272,1.181448332,1.037664783,1.353982301,0.93146091,1.184584178,1.032566697,0.924107143,0.764705882,2.490932642,1.186076084,1.016647532,0.983081709,1.28635634
9_17_2020,1.087973274,1.371428571,1.758889853,0.976083867,0.923319328,2.277777778,0.971876204,1.462078652,0.997272816,1.174663073,0.984983758,0.917234418,0.944313989,1.090220386,0.887477314,0.823529412,0.716021602,1.048515982,1.009800428,0.954911433,0.692307692,1.106604264,1.008755472,0.930547713,1.164042805,0.851010731
9_18_2020,0.940477128,0.5,0.82495069,1.091361077,1.551763367,0.414634146,0.862315011,0.67467179,1.292411368,1.009178522,0.967985149,1.07042641,1.08312611,1.204674668,1.169734151,0.873015873,1.521370207,1.13391399,1.023998588,0.971332209,0.611111111,0.965695489,1.274377823,1.074635922,1.087754967,1.269501466
9_19_2020,0.77655923,0.541666667,0.656903766,0.743953084,0.457478006,1.352941176,1.214679743,0.970099668,1.02471095,0.76625739,0.992157451,1.071189925,0.933092817,0.858416361,1.041958042,0.745454545,1.067341458,0.919827172,1.027054972,0.956597222,1.363636364,0.987347932,0,0.868435912,0.868290602,1.023100023
9_20_2020,0.9089047,1.076923077,1.407643312,0.522430476,1.897435897,1.52173913,0.84243724,0.481409002,0.77699115,0.61305638,0.939052967,0.957053743,1.08857645,0.969456323,0.805369128,0.853658537,0.685504161,1.020876827,1.013926174,0.876588022,1.2,0.766387383,0.2,0.987646294,0.910573481,0.880334161
9_21_2020,1.041632072,2.142857143,0.709114415,1.142015283,1.456925676,0.342857143,0.802485774,1.49796748,0.525721336,1.544046467,0.863410034,1.046878917,1.078785922,0.850661626,0.645833333,0.871428571,0.823546019,1.162576687,1.007777594,1.01863354,1.666666667,0.466237942,0.2,1.147465438,1.300048822,1.122852013
9_22_2020,1.369505807,1,1.67183227,1.982818259,0.756521739,1.5,1.325247248,1.624151967,1.820545225,1.161128527,1.110064862,0.974856322,1.111044597,1.03037037,1.067741935,1.803278689,1.605416524,1.034740545,1.003119869,1.12195122,0.7,1.856551724,0.343610793,0.970740103,0.793789777,1.127455459
9_23_2020,1.04972146,0.266666667,0.905670665,0.935911002,0.996934866,0.555555556,0.947761194,0.963241437,1.312177707,0.870950324,1.03792578,1.096782117,0.971174569,1.179007908,0.66163142,1.136363636,1.021994448,1.045473863,1.036176134,1.016304348,0.571428571,1.416047548,1.045374572,1.044326241,0.96740619,1.253444084
9_24_2020,1.066693069,2.5,1.132450331,0.978274155,0.993082244,1.5,0.973852325,1.261925412,1.202312576,1.438933664,0.994728811,1.037849944,0.976699029,1.08902439,2.200913242,0.912,1.12996239,1.054878049,1.025118483,0.887700535,1.25,0.976390346,0.943661972,0.973967176,1.221944816,1.073864555
9_25_2020,0.963020717,0.8,1.1738437,1.009214431,1.343653251,1.133333333,1.143249428,1.011683849,1.012257213,1.019388195,0.991981593,1.040785498,1.011928429,1.070548712,1.18879668,0.535087719,0.998705621,1.101734104,1.09600863,0.947791165,0.733333333,0.795271359,1.151975969,0.967460779,1.022601369,1.035219747
9_26_2020,0.867376051,1.5,0.827445652,0.765026308,0.730414747,0.882352941,1.030290899,0.671195652,0.883010432,0.555367709,1.03793257,0.931785196,0.899242212,0.97751046,1.115183246,1.557377049,1.031845954,0.965372508,1.043447694,0.976694915,1.818181818,0.65472973,0,0.907507508,0.925475818,0.879616167
9_27_2020,0.785936528,0.166666667,0.753147236,0.557771664,1.271293375,1.8,0.908949618,0.659412955,0.747890295,0.999238965,0.927426637,0.862038273,1.049313358,0.944890316,0.758998435,0.526315789,0.697290508,1.101811594,1.046220186,0.874186551,0.75,1.308565531,0,0.970880212,0.849187625,0.94214876
9_28_2020,1.335482411,2.75,0.853197674,1.223688982,1.209677419,0.814814815,0.733399829,0.986953185,0.404231312,1.745620716,0.859060484,0.905782137,1.0446163,0.845979615,0.622680412,0.76,0.874935666,0.970075633,1.033745492,1.129032258,1,0.71214511,0,0.962508521,0.850474393,0.711578947
9_29_2020,1.141441518,2.090909091,1.500851789,1.947009662,0.99025641,1.045454545,1.134447251,1.524105754,1.862060944,0.802792321,1.14000765,1.140495868,1.046981777,1.102409639,1.745033113,2.973684211,1.307647059,1.054576271,1.012833292,1.184615385,1.8,1,0,1.010623229,1.340996641,1.764299803
9_30_2020,1.067893448,0.782608696,0.758796822,1.001613492,1.188503366,0.739130435,0.965405035,1.489795918,1.794628357,1.327173913,1.078897008,1.070464768,0.97416372,1.123254402,1.092979127,0.681415929,1.136527215,1.082610093,1.029769959,0.775510204,0.851851852,1.956810631,0,0.974772249,0.898078779,0.994550028
10_1_2020,0.972832129,0.722222222,1.949887809,1.087596122,0.804793028,1.294117647,1.004080184,1.195890411,0.906654601,1.075348075,0.938528697,0.974323063,1.067839196,1.377297297,1.098958333,0.818181818,1.009103503,0.978325416,1.055429459,1.177033493,0.826086957,0.987549519,0.450195966,1.011502516,1.179559354,0.973584375
10_2_2020,1.0489965,0.923076923,1.217874952,0.917139424,1.213318896,0.772727273,1.094169611,1.087056128,0.954779271,1.079588728,0.975357125,1.034259703,0.928627451,0.980769231,0.856240126,1.19047619,0.936458129,1.1784522,1.051952462,0.977642276,0.526315789,1.002292264,1.202356938,1.024875622,1.195982298,1.009380863
10_3_2020,0.757744945,1.166666667,1.067401575,0.701078676,0.604194556,1.176470588,1.06814145,0.672813488,1.327918945,0.583068783,0.954111933,0.928190873,0.991835586,1.137655062,1.05904059,0.853333333,1.018429319,1.037342261,1.047449968,0.871101871,0.6,1.076615209,0,1.041608877,0.91890078,1.842293394
10_4_2020,0.689010693,0.928571429,0.770728829,0.378781293,1.559084195,1.25,1.043839758,0.72083007,0.75717573,0.935269208,0.981708845,0.996256551,1.036900369,0.906788604,0.696864111,1.140625,0.763314826,1.000993049,1.06584489,0.930787589,2,0.835369092,0,0.951398136,0.68362976,1.782305006
10_5_2020,1.466092853,1.923076923,0.753445636,2.989443488,1.201800095,0.92,1.029109341,1.694731124,0.450975688,2.005174644,0.823016577,0.907314629,1.068163154,0.875484872,0.6975,1.02739726,7.574084052,1.14360119,1.036719352,0.971794872,0.583333333,0.588684043,0.2,1.121763471,1.103921229,0.548791639
10_6_2020,1.311154599,0.32,1.06097561,1.210071777,0.791880173,0.652173913,1.076555024,1.428205128,2.005674765,0.791612903,1.175983809,1.119823302,1.063813429,1.186087727,1.792114695,1.52,0.171723279,0.992409456,1.067305011,1.258575198,1.571428571,1.109071274,0.510988075,0.942607611,1.182783605,1.15504245
10_7_2020,1.115807327,3.125,1.713122605,0.981348728,0.846192135,1.333333333,1.029542484,1.197935368,1.675773652,1.63406683,1.089869394,1.118836292,0.968200434,1.373552484,1.012,0.605263158,0.948632974,1.104020979,0.956449787,0.981132075,0.909090909,1.862706913,0.874395733,1.046326936,1.132643358,0.973620938
10_8_2020,0.939624248,0.8,1.601341907,0.867218308,1.393529412,2.05,1.078593195,1.011052829,0.91816599,1.198004988,0.897763741,1.068752755,1.092809157,1.212401414,1.239130435,0.782608696,1.15720524,1.161322249,1.033148165,0.89957265,0.9,0.90747517,1.18415785,1.021505376,1.150301658,1.23826995
10_9_2020,0.977028601,0.9,0.940118715,1.033656355,1.238075137,0.56097561,0.955974102,1.596627756,1.208539248,0.947960033,1.039378121,0.844123711,0.943078324,1.205024675,0.961722488,1.333333333,1.043773585,1.025396284,1.055002204,0.966745843,1.111111111,0.841589862,1.029380987,1.008668731,0.963252143,0.791339031
10_10_2020,0.822173654,1.055555556,1.47632312,0.856164137,0.666553017,1.173913043,1.04014284,0.537426018,1.268460844,0.651734739,1.015162682,1.048851979,0.935538387,1.065524944,1.124378109,0.805555556,0.778741866,1.088098404,1.058818615,0.995085995,0.7,1.741273101,0,1.012277471,0.982202643,1.092669931
10_11_2020,0.831641695,1.157894737,0.670062893,0.513434973,0.90741688,1.259259259,1.014442998,0.670481537,0.599542677,0.958894879,0.897140476,1.047275268,0.986322581,0.953179595,0.643067847,1.672413793,0.737000929,0.976779713,1.060680186,0.797530864,1.428571429,0.619103774,0.2,0.910855064,0.840186581,0.848896211
10_12_2020,0.922510655,1.136363636,0.67993242,0.708391436,0.523111612,0.529411765,0.906523515,1.388405797,0.575965987,2.298313422,0.829317269,0.726484323,1.100470958,0.846590909,0.637614679,1.051546392,1.115590551,1.07131686,0.997321827,1.077399381,0.4,0.563809524,0.2,1.074567244,0.891100102,1.087641671
10_13_2020,1.39699706,1.08,2.032026505,1.546896711,4.574353448,1.555555556,0.645468589,1.931338437,1.47915762,0.682464455,1.147573272,1.195592287,0.976699952,1.276899762,1.791366906,0.823529412,1.212591756,1.088029197,1.021184544,1.362068966,1,1.326576577,0.255528432,1.011152416,1.224264353,1.231175505
10_14_2020,1.122284855,0.740740741,1.123777174,2.084287746,0.581625442,0.392857143,1.208815317,1.146168628,1.685380889,1.606854839,1.066116613,1.056579621,1.175754625,1.243133266,1.108433735,1.178571429,0.9443539,0.986314236,1.025639153,1.056962025,1.25,1.593378608,1.681652149,1.023897059,1.160713237,1.144985507
10_15_2020,1.144923654,0.7,1.263208802,1.092730929,1.002835156,3.272727273,1.125721828,1.018547627,1.295754409,1.062317022,0.935945531,1.06881512,0.955693582,1.200627387,1.282608696,0.474747475,1.359467456,1.068834172,0.965458301,0.942115768,0.6,0.94299414,1.112614871,1.013165769,1.098006813,0.961774087
10_16_2020,0.967828732,0.5,0.975497703,0.939854072,1.06825525,0.555555556,1.227026235,1.14218107,0.861444366,1.00984252,0.981710877,0.975062344,0.986135182,1.13699875,0.902542373,1.553191489,1.224338049,1.021000382,1.101873709,0.917372881,3,1.140677966,1.1402613,1.070289427,1.061553583,0.824226153
10_17_2020,0.816511544,1.714285714,1.075745683,0.72653518,0.452173913,1.5,0.838150979,0.784993695,1.253764531,0.631838856,0.994518742,1,0.901362039,1.091517634,0.974960876,1.246575342,0.806843431,1.015831463,0.984334204,0.829099307,0.333333333,0.954928182,0,0.950883002,0.834640201,1.033786805
10_18_2020,0.781717246,0.75,0.833454943,0.580044282,1.953177258,0.566666667,1.026222032,0.580378657,0.928373627,0.824146442,0.900615797,0.954429203,0.948086766,1.071395881,0.690208668,0.835164835,0.756196071,1.010308013,1.006869346,0.969359331,2.333333333,0.862033195,0.2,1.053395241,0.88383138,1.049919684
10_19_2020,1.229239655,0.666666667,0.900306413,1.375736453,1.333476027,2,0.876406055,1.596876236,0.47893555,2.09558273,0.839704246,0.821680877,1.092802057,0.797693293,0.734883721,0.763157895,0.898033503,0.973399733,1.070183734,1.094827586,0.571428571,0.879061372,0.2,1.116253444,1.308864483,1.108038131
10_20_2020,1.258434756,6.333333333,1.176492038,1.433500211,0.799036918,0.470588235,1.308192046,1.483719203,1.425892232,1.015005359,1.155033127,1.067892084,1.185368149,1.164292599,1.522151899,1.568965517,1.564747229,1.022460694,1.01672663,1.010498688,1.5,0.718685832,0.366148486,0.934846989,0.92445197,1.134625597
10_21_2020,1.121748179,0.394736842,1.366566794,1.087940756,1.042989152,1.375,0.915818798,1.249082109,1.345210051,1.446791036,1.033213678,1.184619656,1.114506847,1.398123448,1.278586279,1.307692308,1.182619212,1.073468392,0.958778247,1.051948052,2,1.957142857,1.223455633,1.062829989,1.026322187,1.250035104
10_22_2020,0.89081087,1.2,1.266046723,0.957766089,0.955315871,1.318181818,1.147070493,0.945286926,1.488982123,0.482685914,0.973620588,1.038668854,0.974180912,1.057832752,1.001626016,1.302521008,0.965960555,1.058435653,1.016835017,0.990123457,0.666666667,1.049148418,1.236434337,1.044212618,1.203787053,0.79593365
10_23_2020,0.962817764,1.055555556,1.049086349,1.211476337,1.222983871,1.206896552,0.988008763,1.078303887,1.049886066,2.264112903,0.981679726,0.985785199,1.121184427,1.190633163,1.209415584,0.496774194,0.998790079,1.077228786,1.087429954,0.955112219,1.25,0.87987013,0.945916325,1.029971456,1.082033454,0.967163758
10_24_2020,0.761420028,0.947368421,1.008025956,0.832772241,0.44873063,0.571428571,1.023339946,0.817538341,1.056384046,0.776046305,0.939273,0.931563287,0.947831757,1.025962493,0.974496644,0.792207792,0.912325863,0.865789211,0.952157873,1.031331593,1.4,0.966789668,0,0.965819861,1.015155557,1.120336592
10_25_2020,0.773145053,0.666666667,0.882150319,0.490473903,2.034533431,1.15,0.932147337,0.585217252,0.146161493,0.945687512,0.900636358,0.916953317,1.064843481,1.08314664,0.679063361,1.950819672,0.723651452,1.178970402,1.008118081,0.817721519,0.357142857,0.884405671,0.2,0.964610234,0.748459297,0.859505926
